Behavior Sampling                                   	Description: This is a useful way to discover how products and services get integrated into people's routines in unanticipated ways			"""Behavior Sampling,"" IDEO Method Cards. ISBN 0-9544132-1-0"																									
Behavioral archaeology	"Description: Behavioral archaeology is the study of material objects regardless of time or space in order to describe and explain human behavior (Deetz 1972; Leone 1972; Longacre 1972; Reid and Schiffer 1973). It follows the theory that artifacts, architecture and other items in a living space are the product of human behavior.

Context: Reveals how artifacts and environments figure in people's lives, highlighting aspects of their lifestyle, habits, priorities, and values (appropriate use)"	Look for the evidence of people's activities inherent in the placement	 wear patterns	 and organization of places and things	"Related methods: ethnography,
 interviews, focus groups, shadowing, fly on the wall, diaries,Shadowing, fly on the wall, a day in the life"	(Deetz 1972	 Leone 1972	 Longacre 1972	 Reid and Schiffer 1973)																				
Behavioral Archaeology	Behavioral archaeology is the study of material objects regardless of time or space in order to describe and explain human behavior. 	"There are Four Strategies Based on Question Type:
1. Past Human Behavior/Uses: Prehistoric, Historical, and classical archaeologies
2. Investigation of present to understand laws of the past/Uses: Ethnoarchaeology and experimental archaeology. 
3. Developing laws that represent both past and present human behavior/Uses: Long-term behavioral change
4. Questions about ongoing societies./Uses: Good for those with an interested in explanation of modern behavior

Explain Behavior through different scales
1.	Interaction scale: focus on regularity and variation in person-object interactions. Universal rnprinciples of behavior might be discovered."																											
Activity Scale: variation in activities performed by individuals	 or groups is examined. An activity may be a patterned behavior of material elements.																												
Systemic scale: in an organization of one or more behavioral systems (a set of patterned activities that make up a human group such as household	 community	" etc.)"""	"Behavioral archaeology follows the theory that artifacts, architecture and other items in a  living space are the product of human behavior

Related Methods: ethnography, interviews, focus groups, shadowing, fly on the wall, diaries, shadowing, fly on the wall, a day in the life"	(Deetz 1972	 Leone 1972	 Longacre 1972	 Reid and Schiffer 1973)	Gathering information																					
Bifocal Display	The Bifocal Display is an information presentation technique which allows a large data space to be viewed as a whole	 while simultaneously a portion is seen in full detail. The detail is seen in the context of the overview	 with continuity across the boundaries	 rather than existing in a disjoint window				http://www.interaction-design.org/encyclopedia/bifocal_display.html																					
Blogs	"Blogs provide a quick and informal way to disseminate information to the wider public or specific groups. Most blogs allow readers to comment on the content so the blog can become the focus for a continued discussion amongst site visitors. Blogs can play an important role in public engagement alongside more involving processes. 
Most blogs are displayed in reverse chronological order with the comments in chronological order. "		Blogs provide a quick and informal way to disseminate information to the wider public or specific groups. Most blogs allow readers to comment on the content so the blog can become the focus for a continued discussion amongst site visitors. Blogs can play an important role in public engagment alongside more involving processes. 	social media	http://www.peopleandparticipation.net/display/Methods/Blogs																								
Blueprint	"The blueprint is an operational tool that describes the nature and the characteristics of the service interaction in enough detail to verify, implement and maintain it.
It is based on a graphical technique that displays the process functions above and below the line of visibility to the customer: all the touchpoints and the back-stage processes are documented and aligned to the user experience."		The blueprint is an operational tool that describes the nature and the characteristics of the service interaction in enough detail to verify	 implement and maintain it.		http://www.servicedesigntools.org/tools/35																							
Bodystorming	Simple brainstorming	 but done with the body. Fundamentally about one thing: getting people to figure things out by trying things out. Takes place in three phases: Level One: Go Observe: Go to the location to do your work. Level Two: Try it out:Use role play and props to develop an idea. Level Three: Reflect on what happens	 and Why: By enacting the experience	 the participants will naturally explore new possibilities. 		 Fundamentally about one thing: getting people to figure things out by trying things out. 		pg 60		coined by Colin Burns at CHI'94 in Boston	 Mass. 																		
Brainstorming	Brain storming is one of the oldest known methods for generating group creativity. A group of people come together and focus on a problem or proposal.	 There are two phases of the activity. The first phase generates ideas	 the second phase evaluates them. An experienced facilitator is useful.	"Although some studies have shown that individuals working alone can generate more and better ideas than when working as a group, the brainstorming activity enables everyone in the group to gain a better understanding of the problem space, and has the added benefit of creating a feeling of common ownership of results.

Related methods: focus groups, requirements workshops"	"http://www.usabilitynet.org/tools/brainstorming.htm

Osborn, AF Applied Imagination. Scribeners & Sons, 1963, NY.

Edward de Bono, Serious Creativity, HarperBusiness, New York, US, 1992."	"gathering information, 
analyzing/synthesizing information,
generating ideas/concepts
"																							
Brainwriting	"simple way to generate ideas, share them, and build on them within a group. Process: 1. Write the topicaround which you need to generate ideas and draw a picture of it. 2. Distribute index cards to each player and ask them to silently generate ideas related to the topic and write them on the cards. 3 As they complete each idea, ask the players to pass that idea to the person on their right.4. Tell the players to read the cared they received and think of it as an ""idea stimulation"" card. Ask them to add an idea inspired by what they just read or to enhance the idea and then pass again to their right. 5. continue this process of ""brainwriting"" and passing cards to the right until there are various ideas on each card. 6. once finished, collect the cards and ask for help taping them to the wall around the topic and its picture. 7. Have the group come to the wall to review the ideas and draw stars next to the ones they find most compelling and discuss.  "		imple way to generate ideas	 share them	 and build on them within a group. 		pg 83		based on the same-named activity in Michael Michalko's Thinker-toys. 																				
Canonical Abstract Prototyping	"Description: An extension to usage-centered design that provides a formal vocabulary for expressing visual and interaction design without concern for details of appearance and behavior.

Context/purpose: Canonical Abstract Prototyping is appropriate when attempting to take a task model and create a complete yet abstract conceptual design for the entire user interface. This makes generating a realistic model more straightforward."	Abstract prototypes help bridge the conceptual gap between a task model and a representational paper prototype for a user interface design. This short article introduces abstract pro	"Benefits of the method: Design process is more manageable while allowing human creativity and thought to be more targeted toward the important aspects of the design.

Deficits of the method: 
Significant details for implementation and realization are not recognized at this stage, leaving it up to resolution by a designer."	Constantine and Lockwood Ltd. www.foruse.com/articles/canonical.pdf																									
Canonical Abstract Prototyping	"Canonical Abstract Prototyping is an extension to user-centered design that provides a formal vocabulary for expressing visual and interaction design without concern for details of apperance and behavior. The ultimate result of the abstract prototyping process is a complete but abstract provisional design for the entire user interface. Such an abstract prototype can be validated against the task model by walking through task cases or scenarios to verify that tasks can be performed with reasonable efficiency given the tools and materials available.

Canonical Abstract Prototyping is appropriate when attempting to take a task model and create a complete yet abstract conceptual design for the entire user interface. This makes generating a realistic model more straightforward."	"To generate the canonical abstract model from a task model:
1. For each cluster of closely related task cases, an interaction context is provisionally defined. For each task case in a cluster, the defining dialog or narrative is examined.
2. For each step in the narrative, the interface contents necessary for performance of the step are identified and appropriate abstract tools and materials are added to the contents of the interaction context. In practice, this is often accomplished using sticky notes to represent abstract components
3. Where specialized Canonical Abstract Components are clearly needed or preferred, these are used; otherwise, generic tools, materials, or combinations are used. Canonical Abstract Components model the various interactive functions–such as interrupting an action or displaying a collection of information–needed within the realized user interface.
4. Once all the necessary tools and materials have been incorporated into the interaction context, the layout and organization of the interaction context are explored. Area is allocated based on such things as importance, complexity, and user focus.
5. Abstract Components are positioned according to such issues as workflow and conceptual or semantic interrelationships and may be by combined into composite components when meaningful and potentially useful."	"Canonical Abstract Prototypes emerged from a workshop of practitioners convened in 2000 by Constantine & Lockwood, Ltd.

Related Methods: Task Models, Content Modeling

Benefits of this Method:
Design process is more manageable while allowing human creativity and thought to be more targeted toward the important aspects of the design

Deficits of this Method:
Significant details for implementation and realization are not recognized at this stage, leaving it up to resolution by a designer."	Constantine and Lockwood Ltd. www.foruse.com/articles/canonical.pdf	Building ideas/concepts/subconcepts		(2002) IDEO	 Method Cards	 William Stout Architectural Books	 San Francisco.																			
Card Sort	Card sort is a practice used frequently by information architcts and designers to gather and structure inputs for a variety of purposes. Similar to Post-Up and affinity mapping	 however it differs because cards needs to be generally prepared in advance and cards are semi-permanents artifact and can be used as a control over several exercises with different participants to find patterns among them. 		Reveals thought process of participants. 		pg 61-62																							
CARD Sorting	"Description: ""Card Sorting essentially involves the design team selecting a group of people to """"organize cards spatially, in ways that make sense to them."""" ""    
""Although there are many different sorting techniques (from hierarchical to Q sorts often used in psychology), the repeated single-criterion ""    
sort is the best for the design process since statistical analysis of the respondents sorting can reveal important trends and patterns of the general consumer market.    
"	"In Single-Criterion sorting, the respondents are given a criterion by the designers (e.g. with cards representing the various applications on a phone, the category could be frequency of use). The respondents then sort the cards into categories (e.g. once a day, twice a day, etc. for the phone applications example). Analysis after various categorizations over different criteria eventually allows designers to understand which features are most important and/or useful to consumers.

Tips: Design team needs to sort cards in ways that make sense to them. "	"Benefits of the method: The users can utilize all their senses when investigating the cards allowing them to possibly create new categories of sorting that may not have appeared before.

Deficits of the method: 
Often times, the objects can have strange and/or unwanted relationships that skew the sorting away from the intended categories and perspectives. Furthermore, the sorting can only address ""static, flat, [and] explicit knowledge,"" rather than providing more tacit knowledge about structured relationships.

Related Methods: Empathy Probes,Active Listening Direct Observation,Participant Observation Design-in-Context

"	"McGeorge, P. and G. Rugg. The Sorting Techniques: ""A Tutorial Paper on Card Sorts, Picture Sorts, and Item Sorts."" Expert Systems. London, UK. 1997. p 80-93."																									
CARD Technique	"The CARD (Collaborative Analysis of Requirement and Design) technique essentially creates cards that explain the results of the discussions, all of which can be used for more formal analytical techniques. This method is used to help the Design Team's members better understand each other's backgrounds and work history, as well as brainstorm innovations to improve the current design process. 

CARD sorting is best used in the very beginning of the design process when design teams are first created."	"A typical CARD session progresses as follows:
1. Introducing People - Team members introduce their names, workplace group interests, etc.
2. Introducing Materials - Each person fills out his/her card with an activity or component of an activity that could occur in the workplace.
3. Work of the Session - The team engages in three sessions of deep involvement:
- Participatory Analysis - Each user describes his or her work and the other members ask questions
- Participatory Design - The entire team discusses a user's work and/or possible innovations in work practice and technologies.
- Participatory Assessment - The entire team collectively critiques a specific work practice."	"The first documented usage of CARD Technique was that of the studies in the work of U S West telephone companies during 1993-1996 Cards for the CARD sessions were based off of the training materials required of the components of the work, and included activities such as ""customers' requests and clarifications, operators' work with keyboard and screen,"" etc.

Related Methods: Card Soring, Informance, Activity Analysis, Participant Observation"	Muller	 Michael. Layered Participatory Analysis: New Developments in the CARD Technique. CHI. Cambridge	 MA. 2001.rn	"Communicating within and across teams
Evaluating ideas/concepts"	PHOTOGRAPHY TOUCHPOINTS MATRIX(website)																					
Character Profile	"The character profiles is a tool for the creation of a shared knowledgeabout the service users inside the team.In order to build these character profiles it’s required the identification of some significant fictitious characters and then the collecting of an image and a textual description for each one of them.
The character profiles offer a clear and visible picture of the different kinds of users that are the centre of the design activities."	"Character Profiling involves gathering data based on observations to ""develop character profiles [that] represent archetypes and the details of their behavior or lifestyle"	Perfect for the phase in the design process when trying to learn about the user and how he/she interacts with his/her environment.		http://servicedesigntools.org/tools/6																								
Checklists	List making has many variations including checklists	 lists of components or parts	 lists of purposes and reasons	 lists of options and possibilities	 Brainstorming is most popular among consciously applied design methods. 		Learning to make lists is fundamental to becoming more methodical and process-aware. 		pg 33																				
Citizen Advisory Groups	"Advisory groups can take many different forms depending on the exact purpose of the group. 
The group needs to have access to relevant information and may meet either over a couple of days as a one-off event, or regularly over a longer period."		The group needs to have access to relevant information and may meet either over a couple of days as a one-off event	 or regularly over a longer period.	represenative sample of population	http://www.peopleandparticipation.net/display/Methods/Citizen+Advisory+Groups																							
Citizen Summits	"Citizens' Summits are deliberative meetings involving large numbers of people (typically between 500-5000) and using communication technology to facilitate discussions.
The technology, which includes electronic voting, text messages, and online surveys, makes it possible to engage large numbers of people in the same place, at the same time. Citizens' summits trace their background to 21st Century Town Meetings and the work of AmericaSpeaks in the USA (see separate method entry). "		Community Appraisal is a method that includes gauging the viewpoints of all members of a community on particular issues. Community Appraisals may be conducted to form a plan of action to resolve an issue or improve existing services. 	community opinion	http://www.peopleandparticipation.net/display/Methods/Citizens%27+Summits																								
Citizen’s Jury	"Citizens' juries consist of a small panel of non-specialists, modelled on the structure of a criminal jury. The group set out to examine an issue of public significance in detail and deliver a ""verdict"". "		Citizens Juries are often used around current	 often controversial	 public policy issues where opinion is sharply divided and policy makers cannot decide what to do.		http://www.peopleandparticipation.net/display/Methods/Citizens+Jury																						
Citizens’ Panels	A citizens' panel aims to be a representative consultative body of local residents and is typically used by statutory agencies	 particularly local authorities and their partners	 to identify local priorities and to consult service users and non-users on specific issues. In reality	 panels are rarely demographically representative of the public and very few ensure that members represent a cross-section of political or social attitudes. Potential participants are generally recruited through random sampling of the electoral roll or postcode address file (PAF). 		A citizens' panel aims to be a representative consultative body of local residents and is typically used by statutory agencies	 particularly local authorities and their partners	 to identify local priorities and to consult service users and non-users on specific issues. In reality	 panels are rarely demographically representative of the public and very few ensure that members represent a cross-section of political or social attitudes. Potential participants are generally recruited through random sampling of the electoral roll or postcode address file (PAF). 		http://www.peopleandparticipation.net/display/Methods/Citizens%27+Panels																		
Classic Ethnography	Purpose: This method can be used to gain a descriptive understanding of potential customers in settings in which the new product will be employed. This method can also be used to observe and analyze consumers' interactions with the products.	"""There is no agreed upon set of principles that guide an ethnographical approach to design (Blomberg). However, the overarching activities include:""    
1. Observation and detailed description of the observed subjects in natural settings    
""2. And, more importantly, analysis of those observations. (Blomberg).""    
""3. Using analysis, create narratives and identify patterns to develop a model of the product user's experience. (Wasson)."""	"Blomberg emphasizes guiding principles when applying ethnography to design research so as to maintain the method's authenticity:
Natural Settings: Research and observations must be conducted in field settings rather than in laboratories
Holism: Behaviors must be understood in everyday contexts, how they fit into larger society
Descriptive: Descriptive understanding derives from how people actually behave versus how they ought to; non-judgmental
Members' Point of View: Must situate oneself in point of view of the observed

This method is based off of anthropology. 

Related Methods: 
ethnomethodology, conversation analysis, activity theory and observation of ""activity systems"" (Wasson),From Blomberg's book: Customer surveys, operability assessments, focus groups, field trips
"	Hughes	 J. A.	 O'Brien	 J.	 Rodden	 T.	 Rouncefield	 M.	 and Blythin	 S. 1997. Designing with ethnography: a presentation framework for design. In Proceedings of the 2nd Conference on Designing interactive Systems: Processes	 Practices	 Methods	 and Techniques (Amsterdam	 The Netherlands	 August 18 - 20	 1997).										
Classic Ethnography	This method can be used to gain a descriptive understanding of potential customers in settings in which the new product will be employed. This method can also be used to observe and analyze consumers interactions with the products. Through Classic Ethnography	 the designer will gain self-refexictiy through participant observation and an encompassing understanding of subjects' interactions with objects within environment as a whole. 	"There is no agreed upon set of principles that guide an ethnographical approach to design; however, the overarching activities include:
1. Observation and detaile ddescription of the observed subjects in natural settings
2. And, more importantly, analysis of those observations
3. Using analysis, create narratives and identify patterns to develop a model of the product user's experience"	"Similar Methods: ethnomethodology, conversation analysis, activity theory and observation of ""activity systems"", customer surveys, operability assessments, focus groups, field trips
Note: differences between ethnography and traditional methods is that traditional methods, with the exception of field trips, take the user out of the natural setting. The focus is largely on the acceptability of a product rather than the relationship between the user and the product. Ethnography provides a higher chance for the designer to incorporate users' desires.

Blomberg emphasizes guiding principles when applying ethnography to design research so as to maintain the method's authenticity:
Natural Settings: Research and observations must be conducted in field settings rather than in laboratories
Holism: Behaviors must be understood in everyday contexts, how they fit into larger society
Descriptive: Descriptive understanding derives from how people actually behave versus how they ought to; non-judgmental
Members' Point of View: Must situate oneself in point of view of the observed

First applied to product design in the 1980s when traditional view that technologies supported individual tasks shifted to view that technologies should assist collaboration and cooperation among people. (Blomberg) New field developed: Computer Support for Cooperative Work (also, Computer-Supported Cooperative Work) (CSCW) to design computer software and tooks for group work. Anthropologists, using ethnographic processes, examined everyday practices of computer users. Found large discrepancy between software programmer's intuition for how intended users would use programs and how consumers actually used them. (Wasson) Illustrated the benefits of ethnography in helping designers of new technology better understand consumer needs."		Gathering information																							
clever pack rat	collects anything that attracts attention. Handles in the style of the Pack rat	 analysis becomes a random and haphazard thing. To deliberately pursue analysis that way might suggest that logic and energy expense are of no importance. 				pg 49																							
Close-Ended Questions	"Description/Purpose:
Questions that are used to clarify facts or verify information; responses can be answered with an easy """"yes"""" or """"no""""""    

Context: Close-ended Questions should be used in interviews to clarify confusion or verify information. They should be balanced with Open-ended Questions."	"Guidelines:
Know the difference between an open-ended question and a close-ended question
Change your tactics
Change the way you phrase and ask your questions in order to get your respondents to talk
Try asking more general questions; that way, you might get a longer and fuller response that contains the information that you're looking for
Follow up with ""WHY?"" and ""HOW?"" if you ask close-ended questions to get a fuller response
Go narrow first then broad and open
This suggestion should be used to get your respondent to talk. If they aren't comfortable talking, narrow down the questions, and after they start conversing, broaden them.
Listen
Make sure that you listen to your respondents.
This ensures that you don't miss an opportunity for any follow up questions"	"Benefits of the method: 
May be less threatening to the respondent because there is some degree of anonymity.
Easier to answer

Deficits of the method:
Forces respondents to choose among categories.
Hypothesized that respondents want to conform to social desirability; therefore, respondents are reluctant to choose extreme responses.
Offers incomplete responses

Related Methods: 
interviews, open ended questions"	"E., Jonathan, C, Sondra, Krystle, Hewitt, Kristabelle, Zareen, Alyssa L., Dvortygirl, wikiHow user(s) Darth_Pipe, OhioMike, GSN, Flickety, GCohen, Anonymous. ""Ask Open Ended Questions."" wikiHow. 10 Feb. 2010. http://www.wikihow.com/index.php?title=Ask-Open-Ended-Questions&action=credits"	"Compared open-ended and closed-ended questions on the frequency of consuming 5+ drinks in a single setting
Goal was to determine what question structure should be applied to determining the frequency of heavy alcohol use
Problem: Discrepancies regarding the frequency of consuming 5+ drinks in a single setting and missing data rates were caused by the question structure that was applied.
Results: Closed-ended questions produced higher rates of heavier drinking, whereas open-ended questions produced higher rates of missing data.
Conclusion: Closed-ended and open-ended questions both have faults. One may not be better than the other."																								
Close-Ended Questions	"Close-ended Questions are questions that are used to clarify facts, and their responses can be answered with an easy ""yes"" or ""no."" Close-ended questions should be used in interviews to clarify confusion or verify information. They should be balanced with Open-ended Questions. "	"Guidelines:
Know the difference between an open-ended question and a close-ended question
Change your tactics
- Change the wwway you phrasn order to get your respondents to talk
- Try asking more general questionsl that way, you might get a longer and fuller resonse that contains the information that you're looking for 
Follow up wit ""WHY?"" and ""HOW?"" if you ask close-ended question to get a fuller reponse
Go narrow first then rboad and open
- This suggestion should be used to get your respondent to talk If they aren't comfortable talking, narrow down the questions, anda fter they start conversing, broaden them  
Listen
- Make sure that you listen to your respondents
- This ensures that you don't miss an opportunity for any follow up questions 

E.g.) Do you get along with your roommate? "	"Benefits of Method: 
-May be less threatening to the respondent because there is some degree of anonymity
-Easy to answer

Deficits of Method: 
-Forces respondents to choose among categories
-Hypothesized that respondents want to conform to social desirability; therefore, respondents are reluctant to choose extreme responses
-Offers incomplete responses

Related Methods: Interviews, Open-ended Questions"	"E., Jonathan, C, Sondra, Krystle, Hewitt, Kristabelle, Zareen, Alyssa L., Dvortygirl, wikiHow user(s) Darth_Pipe, OhioMike, GSN, Flickety, GCohen, Anonymous. Ask Open Ended Questions. wikiHow. 10 Feb. 2010. http://www.wikihow.com/index.php?title=Ask-Open-Ended-Questionsaction=credits
Ivis, Frank J., Bondy, Susan J., Adlaf, Edward M. The Effect of Question Structure on Self-Reports of Heavy Drinking: Closed-Ended versus Open-Ended Questions.
Close-ended question. Wikipedia: The Free Encyclopedia. Wikimedia Foundation. http://en.wikipedia.org/wiki/Closed-ended_question"	Evaluating ideas/concepts							1299193403	1313008633																
Co-production	The term co-production refers to a way of working whereby decision-makers and citizens	 or service providers and users	 work together to create a decision or a service which works for them all. The approach is value-driven and built on the principle that those who are affected by a service are best placed to help design it. 		It is used in particular for decision-making and service design in local government	 the community and voluntary sector and in private sector service delivery	Service users or local residents who are closely affected by the issue/service in question.	http://www.peopleandparticipation.net/display/Methods/Co-production																					
Codesigning	Users and other figures can become part of the design process as expert of their experience	 but in order to take on this role they must be given appropriate tools for expressing themselves.		The designers should provide ways for people to engage with each other as well as instruments to communicate	 be creative	 share insights and envision their own ideas. The co-design activities can support different levels of participation	 from situation in which the external figures are involved just in specific moments to situations in which they take part to the entire process	 building up the service together with the designers. 		http://servicedesigntools.org/taxonomy/term/1																			
Coding System	"Description/Purpose: 
o Allows to build an understanding of what is being researched    
o Allows to gather data and look for patterns    
* Generating codes    
o Separated themes by identifying words as markers of monitor and control    
* The first coding system    
o Have a thorough discussion among research team to support and understand the codes    
* Generating the first codebook    
""o After discussion, revised codebook as more themes emerged""    
* A continuing cycle of tryout and revision    
""o A cycle of discussion, immersion of new coding themes, and revision of codebook""    
* Coding    
o Analyze and documentation of transcripts with the given themes

Context: The coding system is done before and during the analysis, as new themes may emerged as researchers are coding the transcripts.   "	"Guidelines:
1. Used a recursive, iterative process to develop the codes
2. Use a codebook to document decisions, definitions, and rules of coding
3. Conceptualizing the coding
- Allows to build an understanding of what is being researched
- Allows to gather data and look for patterns
4. Generating codes
- Separated themes by identifying words as markers of monitor and control
5. The first coding system
- Have a thorough discussion among research team to support and understand the codes
6. Generating the first code book
- After discussion, revised codebook as more themes emerged
7. A cycle of discussion, immersion of new coding themes, and revision of codebook
8. Coding: Analyze and documentation of transcripts with the given themes

"	"Benefits of the method:                -Increase understanding of the phenomenon being studied
-A good way to analyze data from interview transcripts

Deficits of the method: 
Personal histories influenced research perspectives.
Researchers' academic training influenced coding.
Time consuming

Related Methods"	Weston	 Cynthia	 Gandell	 Terry	 Beauchamp	 Jacinthe	 McAlphine	 Lynn	 Wiseman	 Carol	 Beauchamp	 Cathy. Analyzing Interview Data: The Development and Evolution of a Coding System.														
Coding System	"Coding your qualitative research is useful to quantitatively understand your information. 

The coding system is done before and during the analysis, as new themes may emerged as researchers are coding the transcripts. This system can be applied to videotaped observations, interviews, written texts, visual images, or any interpretable artifacts."	"Guidelines:
1. Used a recursive, iterative process to develop the codes
2. Use a codebook to document decisions, definitions, and rules of coding
3. Conceptualizing the coding
- Allows to build an understanding of what is being researched
- Allows to gather data and look for patterns
4. Generating codes
- Separated themes by identifying words as markers of monitor and control
5. The first coding system
- Have a thorough discussion among research team to support and understand the codes
6. Generating the first code book
- After discussion, revised codebook as more themes emerged
7. A cycle of discussion, immersion of new coding themes, and revision of codebook
8. Coding: Analyze and documentation of transcripts with the given themes

"	"Benefits of Method:
-Increase understanding of the phenomenon being studied
-A good way to analyze data from interview transcripts

Deficits of Method: 
-Personal histories influenced research perspectives
-Researchers' academic training influenced coding
-Time consuming-"	http://onlinelibrary.wiley.com/doi/10.1525/maq.1990.4.4.02a00020/pdfrnrnhttp://www.abdsurvivalguide.com/News/020603.htmrnrnhttp://www.planotes.org/documents/plan_04704.pdf	"Communicating within and across teams
Analyzing/synthesizing information"							1299241231	1312277277																
Cognitive Maps	"Description:
Cognitive Mapping is a process composed of a series of psychological transformations by which an individual acquires, stores, recalls, and decodes information about the relative locations and attributes of the phenomena in his everyday spatial environment. 

Context: Either consciously or subconsciously employed for quick and efficient simplification and storage of complex information. 

Purpose: Designed specifically as a decision making tool that can inform strategic decision"	Cognitive maps suspend impressions	 thoughts	 feelings and ideas until	 for some reason	 consciously or unconsciously	 the mind solicits	 changes	 and often distorts or manipulates its contents for some immediate purpose. In this way cognitive maps (images) allow us to bridge time	 by using past experiences to understand present and future situations.                                                                         	"Benefit of the method:                                  Provides information necessary for spatial decision making and to execute the consequent behavior.

Deficit of the method: 

Related Methods: "	http://my.safaribooksonline.com/book/-/9781592537563/12dot-cognitive-mapping/12_cognitive_mapping#X2ludGVybmFsX0J2ZGVwRmxhc2hSZWFkZXI/eG1saWQ9OTc4MTU5MjUzNzU2My8zMA==	1. ↑ Downs	 R. M. & Stea	 D. (1973c). Cognitive maps and spatial behaviour: process and products. In R.M. Downs & D. Stea	 Eds.	 Image and Environment. Chicago	 IL: Aldine	 pp. 8-26.										
Cognitive Maps	"Cognitive Mapping is a process composed of a series of psychological transformations by which an individual acquires, stores, recalls, and decodes information about the relative locations and attributes of the phenomena in his everyday spatial environment. 

This method should be either consciously or subconsciously employed for quick and efficient simplification and storage of complex information."	"Suspend impressions, thoughts, feelings and ideas until, for some reason, consciously or unconsciously, the mind solicits, changes, and often distorts or manipulates its contents for some immediate purpose.

In this way cognitive maps (images) allow us to bridge time, by using past experiences to understand present and future situations."	Benefits of Method: Provides information necessary for spatial decision making and to execute the consequent behavior	"Downs, R. M.  Stea, D. (1973c). Cognitive maps and spatial behaviour: process and products. In R.M. Downs  D. Stea, Eds., Image and Environment. Chicago, IL: Aldine, pp. 8-26.
Downing, F. (1992). image banks--dialogues between the past and the future. Environment and Behaviour, 24(4), 441-470.
Kitchin RM (1994). Cognitive Maps: What Are They and Why Study Them?. Journal of Environmental Psychology 14 (1): 119. doi:10.1016/S0272-4944(05)80194-X"	"Analyzing/synthesizing information
Evaluating ideas/concepts"							1299528131	1310672476																
Cognitive walkthrough	"One or more evaluators observe a service by going through the stages of the client journey.
The input to the walkthrough is represented by the character profiles: in this way the evaluators could act as specific users and experience the service considering a specific level of knowledge and also specific needs.
(2006) Mattias Arvola, Henrik Artman, Interaction Walkthroughs and Improvised Role Play, paper presented at http://servicedesigntools.org/tools/11"		The input to the walkthrough is represented by the character profiles: in this way the evaluators could act as specific users and experience the service considering a specific level of knowledge and also specific needs		http://servicedesigntools.org/tools/11																								
Collaborative Authoring in Wikis	"Description: Collaborative Authoring represents the extreme benefit of learning from one's virtual community. Because of the nature of a wiki to combine all knowledge into one space, users can expect to be more informed after visiting a wiki.

Context: In addition, summarizing a topic and addressing important information is a learning experience of its own. The ability to explain a topic in written form requires a sufficient understanding of the topic alone. "	"The process of filling out a wiki is both a form of self education as well as informing all users that view the wiki.

"	"Benefits of the method:

Easy to use
Leaders can know about the peer's status of a working document
Monitor co-authoring tasks
Collaborative contribution to a topic gives all involved a sense of community as well as responsibility. Users can feel that they are unified in a cause to inform as well as take ownership of what they contribute. A log that keeps information on which users input information adds to the sense of responsibility and accountability.

Deficits of the method: 
Conflicting opinions between coordinators and design participants as the Dandelion was used
Disclosing unfinished products
Reminder feature
Due to the nature of collaborative sharing, information needs to be consistently checked for validity.

Related Methods:"	Collaborative Authoring on the Web: A Genre Analysis of Online Encyclopedias. Emigh	 William. Herring	 Susan C. HICSS '05 Proceedings of the Proceedings of the 38th Annual Hawaii International Conference on System Sciences. 2004.	"3. ↑ Kitchin RM (1994). ""Cognitive Maps: What Are They and Why Study Them?"". Journal of Environmental Psychology 14 (1): 1–19. doi:10.1016/S0272-4944(05)80194-X"																						
Collaborative Authoring in Wikis	"Wiki is a tool used by many to author a document together. This method includes working together to achieve collective results that the participants would be incapable of accomplishing working online.

Dandelion is an extension from Wiki. It is built to support coordinated, collaborative authoring in wikis with a tag-based function that allows specification of co-authoring tasks.  

Dandelion is better at supporting more structured collaborative document authoring, where the role of a coordinator is clear and the document outline is known"	To edit a wiki's node	 click on the 'Edit page' and input relevant information.	"Benefits of this method:
- Easy to use
- Leaders can know about the peer's status of a working document
- Monitor co-authoring tasks
- Collaborative contribution to a topic gives all involved a sense of community as well as responsibility. Users can feel that they are unified in a cause to inform as well as take ownership of what they contribute. A log that keeps information on which users input information adds to the sense of responsibility and accountability.

Deficits of this method:
- Conflicting opinions between coordinators and design participants as the Dandelion was used
- Disclosing unfinished products
- Reminder feature
-Due to the nature of collaborative sharing, information needs to be consistently checked for validity

This method drives the flow of collaboration and provides collaboration awareness."	"Chi, Changyan, Zhou, Michelle X., Yang, Min, Xiao, Wenpeng, Yu, Yiqin, Sun, Xiaohua. Dandelion: Supporting Coordinated, Collaborative Authoring in Wikis. 2010.
Wikipedia, 2006a. http://en.wikipedia.org/wiki/Collaboration
	Collaborative Authoring on the Web: A Genre Analysis of Online Encyclopedias. Emigh, William. Herring, Susan C. HICSS 05 Proceedings of the Proceedings of the 38th Annual Hawaii International Conference on System Sciences. 2004."																								
2001	 Guzdial	 Rick	  Kehoe	2001																									
 Ulrike. Panayioitis	 Zaphiris. Ang	" Chee Siang. Journal of Computer-Mediated Communication. 2006."""	"Evaluating ideas/concepts
Analyzing/synthesizing information"							1303995834	1310142170																		
Communal appraisal	Community Appraisal is a method that includes gauging the viewpoints of all members of a community on particular issues. Community Appraisals may be conducted to form a plan of action to resolve an issue or improve existing services. 		Gauging community opinion and possible solutions to local problems		http://www.peopleandparticipation.net/display/Methods/Community+Appraisal																								
